CustomerId,Customer,City,StateProvince,CountryRegion,PostalCode
AW00011054,Deanna_Munoz,Geelong,Victoria,Australia,3220
AW00011055,Gilbert_Raje,East_Brisbane,Queensland,Australia,4169
AW00011056,Michele_Nath,Newcastle,New_South_Wales,Australia,2300
AW00011057,Carl_Andersen,Lane_Cove,New_South_Wales,Australia,1597
AW00011058,Marc_Diaz,Findon,South_Australia,Australia,5023
AW00011059,Ashlee_Andersen,Townsville,Queensland,Australia,4810
AW00011060,Jon_Zhou,Warrnambool,Victoria,Australia,3280
AW00011061,Todd_Gao,Gold_Coast,Queensland,Australia,4217
AW00011062,Noah_Powell,Portland,Oregon,United_States,97205
AW00011063,Angela_Murphy,Redmond,Washington,United_States,98052
AW00011064,Chase_Reed,Downey,California,United_States,90241
AW00011065,Jessica_Henderson,La_Jolla,California,United_States,92806
AW00011066,Grace_Butler,Lebanon,Oregon,United_States,97355
AW00011067,Caleb_Carter,Port_Orchard,Washington,United_States,98366
AW00011068,Tiffany_Liang,Warrnambool,Victoria,Australia,3280
AW00011069,Carolyn_Navarro,Gold_Coast,Queensland,Australia,4217
AW00011070,Willie_Raji,Sunbury,Victoria,Australia,3429
AW00011071,Linda_Serrano,Hawthorne,Queensland,Australia,4171
AW00011072,Casey_Luo,St._Leonards,New_South_Wales,Australia,2065
AW00011073,Amy_Ye,Springwood,New_South_Wales,Australia,2777
AW00011074,Levi_Arun,Cloverdale,South_Australia,Australia,6105
AW00011075,Felicia_Jimenez,Bendigo,Victoria,Australia,3550
AW00011076,Blake_Anderson,Wollongong,New_South_Wales,Australia,2500
AW00011077,Leah_Ye,Melton,Victoria,Australia,3337
AW00011078,Gina_Martin,Cliffside,British_Columbia,Canada,V8Y_1L1
AW00011079,Donald_Gonzalez,Geelong,Victoria,Australia,3220
AW00011080,Damien_Chander,Perth,South_Australia,Australia,6006
AW00011081,Savannah_Baker,Concord,California,United_States,94519
AW00011082,Angela_Butler,Fremont,California,United_States,94536
AW00011083,Alyssa_Cox,Lincoln_Acres,California,United_States,91950
AW00011084,Lucas_Phillips,Lebanon,Oregon,United_States,97355
AW00011085,Emily_Johnson,Newport_Beach,California,United_States,92625
AW00011086,Ryan_Brown,Santa_Monica,California,United_States,90401
AW00011087,Tamara_Liang,Chula_Vista,California,United_States,91910
AW00011088,Hunter_Davis,San_Diego,California,United_States,92102
AW00011089,Abigail_Price,Long_Beach,California,United_States,90802
AW00011090,Trevor_Bryant,Los_Angeles,California,United_States,90012
AW00011091,Dalton_Perez,Haney,British_Columbia,Canada,V2W_1W2
AW00011092,Cheryl_Diaz,East_Brisbane,Queensland,Australia,4169
AW00011093,Aimee_He,Wollongong,New_South_Wales,Australia,2500
AW00011094,Cedric_Ma,Cranbourne,Victoria,Australia,3977
AW00011095,Chad_Kumar,Port_Macquarie,New_South_Wales,Australia,2444
AW00011096,Andrés_Anand,North_Sydney,New_South_Wales,Australia,2055
AW00011097,Edwin_Nara,Warrnambool,Victoria,Australia,3280
AW00011098,Mallory_Rubio,Rhodes,New_South_Wales,Australia,2138
AW00011099,Adam_Ross,Port_Macquarie,New_South_Wales,Australia,2444
AW00011100,Latasha_Navarro,Cloverdale,South_Australia,Australia,6105
AW00011101,Abby_Sai,Cranbourne,Victoria,Australia,3977
AW00011102,Julia_Nelson,Sydney,New_South_Wales,Australia,1002
AW00011103,Cassie_Chande,Darlinghurst,New_South_Wales,Australia,2010
AW00011104,Edgar_Sara,Gold_Coast,Queensland,Australia,4217
AW00011105,Candace_Fernandez,Matraville,New_South_Wales,Australia,2036
AW00011106,Jessie_Liu,Warrnambool,Victoria,Australia,3280
AW00011107,Bianca_Lin,St._Leonards,New_South_Wales,Australia,2065
AW00011108,Kari_Alvarez,Port_Macquarie,New_South_Wales,Australia,2444
AW00011109,Ruben_Kapoor,South_Melbourne,Victoria,Australia,3205
AW00011110,Curtis_Yang,Darlinghurst,New_South_Wales,Australia,2010
AW00011111,Meredith_Gutierrez,Geelong,Victoria,Australia,3220
AW00011112,Crystal_Wang,Hervey_Bay,Queensland,Australia,4655
AW00011113,Micheal_Blanco,Perth,South_Australia,Australia,6006
AW00011114,Leslie_Moreno,Rhodes,New_South_Wales,Australia,2138
AW00011115,Alvin_Cai,St._Leonards,New_South_Wales,Australia,2065
AW00011116,Clinton_Carlson,Sydney,New_South_Wales,Australia,1002
AW00011117,April_Deng,Matraville,New_South_Wales,Australia,2036
AW00011118,Alvin_Zeng,Lavender_Bay,New_South_Wales,Australia,2060
AW00011119,Evan_James,Port_Macquarie,New_South_Wales,Australia,2444
AW00011120,Beth_Jiménez,Sydney,New_South_Wales,Australia,1002
AW00011121,Orlando_Suarez,Newcastle,New_South_Wales,Australia,2300
AW00011122,Byron_Vazquez,North_Sydney,New_South_Wales,Australia,2055
AW00011123,Philip_Alvarez,Sunbury,Victoria,Australia,3429
AW00011124,Ross_Jordan,Warrnambool,Victoria,Australia,3280
AW00011125,Dana_Navarro,Seaford,Victoria,Australia,3198
AW00011126,Shaun_Carson,North_Ryde,New_South_Wales,Australia,2113
AW00011127,Jan_Edwards,San_Gabriel,California,United_States,91776
AW00011128,Samantha_Long,Renton,Washington,United_States,98055
AW00011129,Julia_Wright,Sedro_Woolley,Washington,United_States,98284
AW00011130,Caroline_Russell,Lebanon,Oregon,United_States,97355
AW00011131,Amanda_Rivera,Haney,British_Columbia,Canada,V2W_1W2
AW00011132,Melissa_Richardson,Langford,British_Columbia,Canada,V9
AW00011133,Angela_Griffin,Lake_Oswego,Oregon,United_States,97034
AW00011134,Larry_Townsend,Perth,South_Australia,Australia,6006
AW00011135,Marcus_Harris,Burlingame,California,United_States,94010
AW00011136,Brianna_Morgan,Metchosin,British_Columbia,Canada,V9
AW00011137,Jasmine_Taylor,Spokane,Washington,United_States,99202
AW00011138,Lauren_Davis,Glendale,California,United_States,91203
AW00011139,Tanya_Moreno,Cloverdale,South_Australia,Australia,6105
AW00011140,Javier_Alvarez,Burbank,California,United_States,91502
AW00011141,Nicole_Ramirez,Daly_City,California,United_States,94015
AW00011142,Eduardo_Patterson,Langford,British_Columbia,Canada,V9
AW00011143,Jonathan_Henderson,Lakewood,California,United_States,90712
AW00011144,Edward_Hernandez,Ballard,Washington,United_States,98107
AW00011145,Jasmine_Coleman,Beaverton,Oregon,United_States,97005
AW00011146,Karla_Goel,Matraville,New_South_Wales,Australia,2036
AW00011147,Ernest_Wu,Warrnambool,Victoria,Australia,3280
AW00011148,Ross_Vazquez,East_Brisbane,Queensland,Australia,4169
AW00011149,Theodore_Gill,Hervey_Bay,Queensland,Australia,4655
AW00011150,Russell_Shen,Sunbury,Victoria,Australia,3429
AW00011151,Melinda_Gill,Sydney,New_South_Wales,Australia,1002
AW00011152,James_Williams,Puyallup,Washington,United_States,98371
AW00011153,Angela_James,Renton,Washington,United_States,98055
AW00011154,Megan_Walker,Woodburn,Oregon,United_States,97071
AW00011155,Hunter_Robinson,Burbank,California,United_States,91502
AW00011156,Maria_Roberts,Lakewood,California,United_States,90712
AW00011157,Hannah_Long,Tacoma,Washington,United_States,98403
AW00011158,Jason_Wright,San_Gabriel,California,United_States,91776
AW00011159,Brianna_Hughes,Woodland_Hills,California,United_States,91364
AW00011160,Maurice_Tang,Concord,California,United_States,94519
AW00011161,Emily_Wood,Concord,California,United_States,94519
AW00011162,Chase_Cox,La_Jolla,California,United_States,92806
AW00011163,Gabriel_Wang,Spring_Valley,California,United_States,91977
AW00011164,Devin_Brooks,Torrance,California,United_States,90505
AW00011165,Jocelyn_Alexander,Oakland,California,United_States,94611
AW00011166,Ashley_Martinez,Olympia,Washington,United_States,98501
AW00011167,Jasmine_Barnes,Issaquah,Washington,United_States,98027
AW00011168,David_Rodriguez,Oakland,California,United_States,94611
AW00011169,Bryce_Richardson,Coronado,California,United_States,92118
AW00011170,Carol_Howard,Burien,Washington,United_States,98168
AW00011171,Jonathan_Hill,Woodland_Hills,California,United_States,91364
AW00011172,Gabrielle_Adams,Lynnwood,Washington,United_States,98036
AW00011173,Sarah_Thomas,W._Linn,Oregon,United_States,97068
AW00011174,Nicholas_Robinson,Los_Angeles,California,United_States,90012
AW00011175,Luis_Wang,Beverly_Hills,California,United_States,90210
AW00011176,Mason_Roberts,Haney,British_Columbia,Canada,V2W_1W2
AW00011177,Jose_Flores,San_Diego,California,United_States,92102
AW00011178,Nathan_Johnson,Lakewood,California,United_States,90712
AW00011179,Molly_Rodriguez,Beverly_Hills,California,United_States,90210
AW00011180,April_Anand,Chula_Vista,California,United_States,91910
AW00011181,Devin_Martin,Los_Angeles,California,United_States,90012
AW00011182,Stephanie_Torres,Sedro_Woolley,Washington,United_States,98284
AW00011183,Jasmine_Lee,Santa_Cruz,California,United_States,95062
AW00011184,Meghan_Hernandez,Concord,California,United_States,94519
AW00011185,Ashley_Henderson,Metchosin,British_Columbia,Canada,V9
AW00011186,Sarah_Price,Palo_Alto,California,United_States,94303
AW00011187,Jennifer_Cooper,Burien,Washington,United_States,98168
AW00011188,Catherine_Morris,San_Gabriel,California,United_States,91776
AW00011189,Lawrence_Blanco,Bellingham,Washington,United_States,98225
AW00011190,Carson_Bryant,Beverly_Hills,California,United_States,90210
AW00011191,Kristi_Perez,Colma,California,United_States,94014
AW00011192,James_Brown,Seattle,Washington,United_States,98104
AW00011193,Ian_Gray,Woodburn,Oregon,United_States,97071
AW00011194,Jacqueline_Price,Palo_Alto,California,United_States,94303
AW00011195,Megan_Henderson,Renton,Washington,United_States,98055
AW00011196,Alfredo_Romero,Beaverton,Oregon,United_States,97005
AW00011197,Andrea_Morris,Seattle,Washington,United_States,98104
AW00011198,Brooke_Sanders,Santa_Cruz,California,United_States,95062
AW00011199,Jacqueline_Bennett,Burlingame,California,United_States,94010
AW00011200,Jason_Griffin,Victoria,British_Columbia,Canada,V8V
AW00011201,Amanda_Foster,Santa_Monica,California,United_States,90401
AW00011202,Alexia_Price,Lakewood,California,United_States,90712
AW00011203,Luis_Diaz,Port_Hammond,British_Columbia,Canada,V6B_3P7
AW00011204,Destiny_Rivera,Beaverton,Oregon,United_States,97005
AW00011205,Abby_Fernandez,Burien,Washington,United_States,98168
AW00011206,Blake_Flores,Lynnwood,Washington,United_States,98036
AW00011207,Danielle_Cox,Renton,Washington,United_States,98055
AW00011208,Maria_Reed,Glendale,California,United_States,91203
AW00011209,Allison_Evans,Lincoln_Acres,California,United_States,91950
AW00011210,Edward_Wood,West_Covina,California,United_States,91791
AW00011211,Samantha_Russell,Haney,British_Columbia,Canada,V2W_1W2
AW00011212,Chloe_Campbell,Metchosin,British_Columbia,Canada,V9
AW00011213,Stephanie_Murphy,Edmonds,Washington,United_States,98020
AW00011214,Charles_Miller,Milwaukie,Oregon,United_States,97222
AW00011215,Ana_Perry,Royal_Oak,British_Columbia,Canada,V8X
AW00011216,Jasmine_Torres,Portland,Oregon,United_States,97205
AW00011217,Natalie_Adams,Portland,Oregon,United_States,97205
AW00011218,Olivia_Brown,Tacoma,Washington,United_States,98403
AW00011219,Charles_Cook,Woodburn,Oregon,United_States,97071
AW00011220,Erica_Huang,Colma,California,United_States,94014
AW00011221,Nathan_Perry,Lakewood,California,United_States,90712
AW00011222,Alexandra_Rivera,Santa_Monica,California,United_States,90401
AW00011223,Hailey_Patterson,Langley,British_Columbia,Canada,V3A_4R2
AW00011224,Tiffany_Li,Burien,Washington,United_States,98168
AW00011225,Madison_Lee,Renton,Washington,United_States,98055
AW00011226,Sydney_Ross,W._Linn,Oregon,United_States,97068
AW00011227,Marshall_Chavez,Colma,California,United_States,94014
AW00011228,Ashley_Jones,El_Cajon,California,United_States,92020
AW00011229,Adrian_Stewart,Redwood_City,California,United_States,94063
AW00011230,Amber_Turner,Santa_Monica,California,United_States,90401
AW00011231,Dennis_Zhang,Bremerton,Washington,United_States,98312
AW00011232,Hailey_Bryant,Everett,Washington,United_States,98201
AW00011233,Todd_Li,Berkeley,California,United_States,94704
AW00011234,Anna_Griffin,Long_Beach,California,United_States,90802
AW00011235,Angel_Stewart,Ballard,Washington,United_States,98107
AW00011236,Jeremy_Butler,Bellingham,Washington,United_States,98225
AW00011237,Clarence_Anand,Solingen,Nordrhein-Westfalen,Germany,42651
AW00011238,Mayra_Prasad,Birmingham,England,United_Kingdom,B29_6SL
AW00011239,Latoya_Goel,London,England,United_Kingdom,SW1P_2NU
AW00011240,Anne_Hernandez,Watford,England,United_Kingdom,WA3
AW00011241,Lisa_Cai,Les_Ulis,Essonne,France,91940
AW00011242,Larry_Munoz,Versailles,Yveline,France,78000
AW00011243,Robin_Alvarez,Esher-Molesey,England,United_Kingdom,EM15
AW00011244,Alexis_Coleman,Runcorn,England,United_Kingdom,TY31
AW00011245,Ricky_Vazquez,Hamburg,Hessen,Germany,22001
AW00011246,Latasha_Rubio,Hamburg,Hamburg,Germany,20354
AW00011247,Claudia_Zhou,Lancaster,England,United_Kingdom,LA1_1LN
AW00011248,Tristan_Alexander,Saint-Denis,Seine_Saint_Denis,France,93400
AW00011249,Cindy_Patel,Sulzbach_Taunus,Saarland,Germany,66272
AW00011250,Shannon_Liu,Woolston,England,United_Kingdom,WA1_4SY
AW00011251,Xavier_Long,Haney,British_Columbia,Canada,V2W_1W2
AW00011252,Nicholas_Thompson,Lemon_Grove,California,United_States,91945
AW00011253,José_Hernandez,Victoria,British_Columbia,Canada,V8V
AW00011254,Johnathan_Vance,Burien,Washington,United_States,98168
AW00011255,Colin_Lin,Burien,Washington,United_States,98168
AW00011256,Katelyn_Hernandez,Lynnwood,Washington,United_States,98036
AW00011257,Jacqueline_Powell,Newport_Beach,California,United_States,92625
AW00011258,Xavier_Hill,Palo_Alto,California,United_States,94303
AW00011259,Victoria_Stewart,Salem,Oregon,United_States,97301
AW00011260,Katelyn_Kelly,Burlingame,California,United_States,94010
AW00011261,Stephanie_Collins,San_Diego,California,United_States,92102
AW00011262,Jennifer_Simmons,Port_Hammond,British_Columbia,Canada,V6B_3P7
AW00011263,Trinity_Richardson,Burien,Washington,United_States,98168
AW00011264,Eduardo_Martin,Issaquah,Washington,United_States,98027
AW00011265,Elizabeth_Jones,Kirkland,Washington,United_States,98033
AW00011266,Taylor_Howard,Port_Orchard,Washington,United_States,98366
AW00011267,David_Diaz,Burlingame,California,United_States,94010
AW00011268,Katelyn_Carter,Coronado,California,United_States,92118
AW00011269,Ryan_Foster,Daly_City,California,United_States,94015
AW00011270,Robert_Lee,Lakewood,California,United_States,90712
AW00011271,Danielle_Reed,San_Francisco,California,United_States,94109
AW00011272,Lauren_Martinez,Beverly_Hills,California,United_States,90210
AW00011273,Nathan_Lal,La_Jolla,California,United_States,92806
AW00011274,Kyle_Foster,Bellingham,Washington,United_States,98225
AW00011275,Jenny_Rai,Colma,California,United_States,94014
AW00011276,Nancy_Chapman,Cliffside,British_Columbia,Canada,V8Y_1L1
AW00011277,Charles_Jackson,Royal_Oak,British_Columbia,Canada,V8X
AW00011278,Jonathan_Phillips,Edmonds,Washington,United_States,98020
AW00011279,Amanda_Cook,Everett,Washington,United_States,98201
AW00011280,Robert_Collins,Lynnwood,Washington,United_States,98036
AW00011281,Megan_Barnes,Burbank,California,United_States,91502
AW00011282,Christian_Thomas,Burien,Washington,United_States,98168
AW00011283,Arturo_Lal,Berkeley,California,United_States,94704
AW00011284,Theresa_Serrano,Chula_Vista,California,United_States,91910
AW00011285,Jeremy_Anderson,Fremont,California,United_States,94536
AW00011286,Hunter_Griffin,Torrance,California,United_States,90505
AW00011287,Henry_Garcia,Cliffside,British_Columbia,Canada,V8Y_1L1
AW00011288,Cindy_Sanchez,Burbank,California,United_States,91502
AW00011289,Maria_Carter,Downey,California,United_States,90241
AW00011290,Katelyn_Sanchez,Lakewood,California,United_States,90712
AW00011291,Jenna_Wright,Lemon_Grove,California,United_States,91945
AW00011292,Seth_Phillips,San_Gabriel,California,United_States,91776
AW00011293,Luke_Long,Port_Orchard,Washington,United_States,98366
AW00011294,Dalton_Clark,Issaquah,Washington,United_States,98027
AW00011295,Taylor_Lewis,Concord,California,United_States,94519
AW00011296,Haley_Richardson,Everett,Washington,United_States,98201
AW00011297,Noah_Coleman,Burbank,California,United_States,91502
AW00011298,Jon_Luo,Chula_Vista,California,United_States,91910
AW00011299,Orlando_Vazquez,Burbank,California,United_States,91502
AW00011300,Fernando_Barnes,N._Vancouver,British_Columbia,Canada,V7L_4J4
AW00011301,Cameron_Rodriguez,Ballard,Washington,United_States,98107
AW00011302,Spencer_Russell,Corvallis,Oregon,United_States,97330
AW00011303,Julia_Coleman,Edmonds,Washington,United_States,98020
AW00011304,Julia_Garcia,Portland,Oregon,United_States,97205
AW00011305,Sean_Evans,Chula_Vista,California,United_States,91910
AW00011306,Micah_Zhou,Coronado,California,United_States,92118
AW00011307,Hunter_Rodriguez,Daly_City,California,United_States,94015
AW00011308,Ian_Gonzales,Oregon_City,Oregon,United_States,97045
AW00011309,Victoria_Lewis,Beaverton,Oregon,United_States,97005
AW00011310,Erin_Sanders,San_Francisco,California,United_States,94109
AW00011311,Gabrielle_Lopez,Lynnwood,Washington,United_States,98036
AW00011312,Sara_Richardson,Lynnwood,Washington,United_States,98036
AW00011313,Trevor_Jenkins,Port_Orchard,Washington,United_States,98366
AW00011314,Mya_Flores,Issaquah,Washington,United_States,98027
AW00011315,Hailey_Ward,Port_Orchard,Washington,United_States,98366
AW00011316,Luke_Allen,Langford,British_Columbia,Canada,V9
AW00011317,Victoria_Russell,Salem,Oregon,United_States,97301
AW00011318,Jessica_Wilson,Edmonds,Washington,United_States,98020
AW00011319,Jade_Bailey,Oakland,California,United_States,94611
AW00011320,Morgan_Hill,Glendale,California,United_States,91203
AW00011321,Terrance_Raman,Burien,Washington,United_States,98168
AW00011322,Sydney_Garcia,Bremerton,Washington,United_States,98312
AW00011323,Jose_Patterson,Daly_City,California,United_States,94015
AW00011324,Zachary_Anderson,Glendale,California,United_States,91203
AW00011325,Elijah_Ross,Seattle,Washington,United_States,98104
AW00011326,Rafael_Xie,Beverly_Hills,California,United_States,90210
AW00011327,Jaime_Moreno,Burbank,California,United_States,91502
AW00011328,Julian_Griffin,Newton,British_Columbia,Canada,V2L3W8
AW00011329,Andy_Alvarez,Concord,California,United_States,94519
AW00011330,Ryan_Thompson,Oak_Bay,British_Columbia,Canada,V8P
AW00011331,Samantha_Jenkins,Shawnee,British_Columbia,Canada,V8Z_4N5
AW00011332,Deanna_Ramos,Berlin,Nordrhein-Westfalen,Germany,14197
AW00011333,Emily_Miller,Newcastle_upon_Tyne,England,United_Kingdom,NT20
AW00011334,Nicole_Brown,Stoke-on-Trent,England,United_Kingdom,AS23
AW00011335,Carla_Raman,Hof,Bayern,Germany,95010
AW00011336,Shaun_Raji,Paris,Seine_(Paris),France,75019
AW00011337,Jerome_Romero,Watford,England,United_Kingdom,WA3
AW00011338,Frank_Navarro,Bonn,Nordrhein-Westfalen,Germany,53131
AW00011339,Dennis_She,Paris,Seine_(Paris),France,75016
AW00011340,Melody_Munoz,Paris,Seine_(Paris),France,75002
AW00011341,Randy_Zeng,Cheltenham,England,United_Kingdom,GL50
AW00011342,Marshall_Wang,Boulogne-sur-Mer,Pas_de_Calais,France,62200
AW00011343,Arthur_Carlson,Oxon,England,United_Kingdom,OX16_8RS
AW00011344,Jessie_Jimenez,Oxford,England,United_Kingdom,OX1
AW00011345,Robin_Ramos,Tremblay-en-France,Seine_Saint_Denis,France,93290
AW00011346,Deanna_Gutierrez,Paris,Seine_(Paris),France,75007
AW00011347,Roy_Navarro,Braunschweig,Nordrhein-Westfalen,Germany,38001
AW00011348,Shawn_Rai,Paderborn,Hamburg,Germany,33041
AW00011349,Mindy_Luo,München,Hessen,Germany,80074
AW00011350,Cara_Zhou,Peterborough,England,United_Kingdom,PB12
AW00011351,Anne_Ramos,London,England,United_Kingdom,W10_6BL
AW00011352,Raymond_Rodriguez,Pantin,Seine_Saint_Denis,France,93500
AW00011353,Carrie_Ortega,Warrington,England,United_Kingdom,WA1
AW00011354,Deanna_Suarez,Grevenbroich,Bayern,Germany,41485
AW00011355,Roberto_Gutierrez,Wokingham,England,United_Kingdom,RG41_1QW
AW00011356,Terrence_Carson,Lavender_Bay,New_South_Wales,Australia,2060
AW00011357,Ramon_Ye,Caloundra,Queensland,Australia,4551
AW00011358,Cynthia_Malhotra,Coffs_Harbour,New_South_Wales,Australia,2450
AW00011359,Jarrod_Prasad,Malabar,New_South_Wales,Australia,2036
AW00011360,Tyrone_Serrano,Rockhampton,Queensland,Australia,4700
AW00011361,Cindy_Ramos,Newcastle,New_South_Wales,Australia,2300
AW00011362,Damien_Shan,Cranbourne,Victoria,Australia,3977
AW00011363,Julian_Ross,Melbourne,Victoria,Australia,3000
AW00011364,Jennifer_Collins,Geelong,Victoria,Australia,3220
AW00011365,Brittney_Sun,Findon,South_Australia,Australia,5023
AW00011366,Virginia_Patel,Seaford,Victoria,Australia,3198
AW00011367,Calvin_Nara,North_Sydney,New_South_Wales,Australia,2055
AW00011368,Edward_Miller,Rockhampton,Queensland,Australia,4700
AW00011369,Ashlee_Tang,Findon,South_Australia,Australia,5023
AW00011370,Alicia_Xu,South_Melbourne,Victoria,Australia,3205
AW00011371,Lacey_Jai,Rockhampton,Queensland,Australia,4700
AW00011372,Wendy_Romero,Brisbane,Queensland,Australia,4000
AW00011373,Carly_Luo,Salzgitter,Hessen,Germany,38231
AW00011374,Jimmy_Ortega,Werne,Nordrhein-Westfalen,Germany,59368
AW00011375,Francisco_Martinez,High_Wycombe,England,United_Kingdom,HP10_9QY
AW00011376,Lance_Vazquez,Liverpool,England,United_Kingdom,L4_4HB
AW00011377,David_Robinett,Solingen,Nordrhein-Westfalen,Germany,42651
AW00011378,Shannon_Liang,Metz,Moselle,France,57000
AW00011379,Gary_Vazquez,Boulogne-Billancourt,Hauts_de_Seine,France,92100
AW00011380,Mitchell_Kumar,Saarlouis,Saarland,Germany,66740
AW00011381,Meredith_Raman,London,England,United_Kingdom,SW1P_2NU
AW00011382,Edward_Patterson,Roubaix,Nord,France,59100
AW00011383,Marie_Gill,Roissy_en_Brie,Seine_et_Marne,France,77680
AW00011384,Tiffany_Wang,Les_Ulis,Essonne,France,91940
AW00011385,Miguel_Allen,York,England,United_Kingdom,YO15
AW00011386,Jaclyn_Cai,Darmstadt,Hessen,Germany,64283
AW00011387,Megan_Ramirez,Gateshead,England,United_Kingdom,GA10
AW00011388,Joseph_Martin,York,England,United_Kingdom,YO15
AW00011389,Karl_Shan,Duesseldorf,Hessen,Germany,40605
AW00011390,Christine_Raji,Saint_Germain_en_Laye,Yveline,France,78100
AW00011391,Lindsay_Xie,Salzgitter,Hessen,Germany,38231
AW00011392,Willie_Zhao,Frankfurt,Hessen,Germany,60323
AW00011393,Kurt_Pal,Saint_Ouen,Loir_et_Cher,France,41100
AW00011394,George_McDonald,Milton_Keynes,England,United_Kingdom,MK8_8DF
AW00011395,Beth_Gutierrez,Frankfurt,Bayern,Germany,91480
AW00011396,Ian_Lopez,Saarlouis,Saarland,Germany,66740
AW00011397,Latoya_Shan,Paris,Seine_(Paris),France,75008
AW00011398,Colin_Nath,Newcastle_upon_Tyne,England,United_Kingdom,NT20
AW00011399,Brenda_Mehta,Paris,Seine_(Paris),France,75016
AW00011400,Franklin_Raji,London,England,United_Kingdom,SW8_1XD
AW00011401,Linda_Navarro,Paris,Seine_(Paris),France,75019
AW00011402,Kelli_Cai,Orleans,Loiret,France,45000
AW00011403,Nancy_Schmidt,Saint_Ouen,Charente-Maritime,France,17490
AW00011404,Megan_Taylor,Kassel,Hessen,Germany,34117
AW00011405,Bonnie_Goel,Bonn,Hamburg,Germany,53131
AW00011406,Latoya_Xu,Paris,Seine_(Paris),France,75010
AW00011407,Mario_She,Münster,Saarland,Germany,48001
AW00011408,Darren_Gill,London,England,United_Kingdom,W1Y_3RA
AW00011409,Jacqueline_Hayes,Saint_Germain_en_Laye,Yveline,France,78100
AW00011410,Maurice_Goel,Paris,Seine_(Paris),France,75013
AW00011411,Devin_Ross,Ingolstadt,Bayern,Germany,85049
